subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,138,7,0.34788308618095853,0.20141125740601212,0.3294065934065934,0.2533370492739374,0.3554737110155067,0.24854169013107347
