subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,224,115,0.8305050505050506,0.057497731996810686,0.8422015182884748,0.04118501503656258,0.9402759742521498,0.037923188086762157
