subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,2224,116,0.5687974491345278,0.02887796034895908,0.6300013755718108,0.07926592654755095,0.560552061633521,0.05099230385955285
