subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,2086,109,0.5493798262825147,0.033560836365390125,0.6273592209398804,0.062254837965167245,0.5262351360495968,0.04380306604283166
