subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,8509,274,0.5683397683397683,0.028712435908387863,0.5176890132571631,0.02772260737517574,0.5910667833334926,0.02899480679203419
