subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,2224,116,0.5489958497823666,0.03812506300935151,0.6148797336800433,0.08699564545274756,0.5469927973508784,0.012465736382029025
