subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,2086,109,0.525882069464046,0.05619523776834912,0.5978408679567538,0.06579706530725618,0.5243261740831687,0.061752431016204985
