fold,n_train,n_test,accuracy,f1,roc_auc,wilcoxon_p_vs_stratified_dummy
1,6807,1702,0.5599294947121034,0.5268477574226152,0.5901620542446318,0.013535315058921665
2,6807,1702,0.5446533490011751,0.5201238390092879,0.5523904006046862,0.16223331423013976
3,6807,1702,0.6133960047003525,0.5830164765525983,0.6706516997214671,1.7311683789852512e-10
4,6807,1702,0.6145710928319624,0.5347517730496454,0.6441428192440338,1.5372227554639803e-07
5,6808,1701,0.6119929453262787,0.5384615384615384,0.642299420100485,0.00020767132710796188
