subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,138,7,0.4493874919406834,0.10666933674735524,0.3997381954184198,0.19554895863938282,0.6152215878376869,0.21789973588348022
