fold,n_train,n_test,accuracy,f1,roc_auc,wilcoxon_p_vs_stratified_dummy
1,91,47,0.6170212765957447,0.4375,0.5763636363636364,0.6875921487500004
2,105,33,0.3939393939393939,0.09090909090909091,0.4736842105263158,0.5842762389220297
3,120,18,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.44229888916015625
4,120,18,0.2222222222222222,0.125,0.4117647058823529,0.19638824462890625
5,116,22,0.3181818181818182,0.4827586206896552,,0.7502379417419434
