subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,2086,109,0.548394203297649,0.052068299611553126,0.6213203143687697,0.056333884822383815,0.5610581233323976,0.06583962780678174
