subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,2224,116,0.555306205081486,0.03032141879145855,0.6091891623113501,0.10651904448211273,0.5504066170757345,0.047179036316825566
