subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,224,115,0.9369696969696971,0.06913696852107454,0.9390692640692642,0.06995143914180059,0.9688756910800798,0.035644288182916276
