subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,8509,274,0.5906715549227627,0.040298500248021944,0.5363708060859432,0.03235511864464762,0.6194534799851076,0.04680556569733144
