subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,8509,274,0.5889085773143744,0.03387255271863071,0.540640276899137,0.024730151096552272,0.6199292787830608,0.047715486145443804
