fold,n_train,n_test,accuracy,f1,roc_auc,wilcoxon_p_vs_stratified_dummy
1,179,45,0.9555555555555556,0.9642857142857143,0.9827586206896551,0.14689755590836365
2,179,45,0.9555555555555556,0.9545454545454546,1.0,0.00282798021915283
3,179,45,1.0,1.0,1.0,0.014078367721198406
4,179,45,0.9555555555555556,0.9583333333333334,0.936,0.03429226356811915
5,180,44,0.8181818181818182,0.8181818181818182,0.9256198347107437,0.02821957275938455
