subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,224,115,0.9282828282828284,0.06042903438846878,0.9289130434782609,0.0653713962654573,0.979699593335957,0.028247235103658383
