subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,224,115,0.6606060606060605,0.08853234277236538,0.6937878787878788,0.10872782591663605,0.7735795853745697,0.04553809206351361
