subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,224,122,102,0.6835353535353534,0.12702979058934857,0.755420654614203,0.06917953294005912,0.7685924882501685,0.04599259634510123
