subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,6570,2945,3625,0.5643835616438356,0.02771045405884736,0.42695969692005037,0.041891881197118286,0.559018900280045,0.036634558952000754
