subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,logloss_mean,logloss_std
all,8515,3612,4903,0.5790957134468584,0.024900286765591924,0.09809469248233753,0.026887678906591675,0.555275615418395,0.026923702847102635,0.6837989014169894,0.0029358559146989128
