model,group,n,n_depressed,n_control,accuracy,f1,roc_auc
RADAR FT-Transformer,female,433,119,314,0.628175519630485,0.36363636363636365,0.6065407054541563
RADAR FT-Transformer,male,1512,548,964,0.626984126984127,0.1896551724137931,0.5050977526728655
