model,group,n,n_depressed,n_control,accuracy,f1,roc_auc
RADAR FT-Transformer,middle,527,207,320,0.6299810246679317,0.36065573770491804,0.6579408212560387
RADAR FT-Transformer,older,789,140,649,0.7224334600760456,0.16091954022988506,0.47010235527184685
RADAR FT-Transformer,young,629,320,309,0.505564387917329,0.18798955613577023,0.5255006067961165
