subset,n_rows,n_depressed,n_control,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,6570,2945,3625,5.000029193212624,0.49225461855303876,6.031858153558178,0.5360296237590509,-0.02412769549961318,0.03885720161972895,0.5774733637747337,0.0248906153061799,0.3641490299011284,0.03868737439928353,0.5716734683447396,0.040068526541119955
