subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,6570,2945,3625,0.5627092846270928,0.025517947530347758,0.4256389803529492,0.042145917277126,0.5588335186730079,0.03654826731904901
