subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,6570,2945,3625,0.5643835616438355,0.06648197277756125,0.22964870750607774,0.06350457498604338,0.533074077302,0.03985686343397026
