subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,8515,3612,4903,0.5899001761597182,0.02366929416938767,0.1840885745858539,0.04790204143905302,0.5419627887297935,0.03683556002077571
