model,sites,n_total,n_train,n_test,n_participants,epochs,batch_size,learning_rate,freeze_encoder,accuracy,f1,roc_auc
DAM-like Whisper (RADAR - VUmc),VUmc,3153,2474,679,107,8,8,0.001,True,0.6553755522827688,0.3389830508474576,0.6254452214452215
