subset,n_rows,n_groups,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
all,8515,274,0.5671168526130359,0.038220750310294094,0.3758446408359272,0.03475430521720317,0.5353395394539241,0.03211961253731391
