subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,181,101,80,0.5915915915915916,0.058721955756835344,0.6934456847500325,0.057770483398850984,0.6530481401314734,0.08559339500075666
