subset,n_rows,n_depressed,n_control,accuracy_mean,accuracy_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std
cv_train,179,101,78,0.6201587301587301,0.10473424358243864,0.6759436546237121,0.10274476251906275,0.6238226071314307,0.14240247821396795
